Entity,Code,Year,Researchers in R&D (per million people)
Albania,ALB,2008,157.60033
Algeria,DZA,2005,170.80766
Algeria,DZA,2017,832.4228
American Samoa,ASM,2002,85.80009
American Samoa,ASM,2003,413.23026
American Samoa,ASM,2004,155.70395
American Samoa,ASM,2005,104.44046
Angola,AGO,2011,48.31265
Angola,AGO,2016,18.9549
Argentina,ARG,1997,696.5926
Argentina,ARG,1998,705.6065
Argentina,ARG,1999,713.57104
Argentina,ARG,2000,716.68835
Argentina,ARG,2001,688.24274
Argentina,ARG,2002,692.1608
Argentina,ARG,2003,718.5463
Argentina,ARG,2004,766.08325
Argentina,ARG,2005,819.9057
Argentina,ARG,2006,892.2134
Argentina,ARG,2007,974.80927
Argentina,ARG,2008,1036.2191
Argentina,ARG,2009,1035.8016
Argentina,ARG,2010,1123.9148
Argentina,ARG,2011,1181.0455
Argentina,ARG,2012,1203.982
Argentina,ARG,2013,1198.9836
Argentina,ARG,2014,1207.8397
Argentina,ARG,2015,1231.4866
Argentina,ARG,2016,1260.701
Argentina,ARG,2017,1212.4573
Argentina,ARG,2018,1227.4042
Argentina,ARG,2019,1231.5171
Argentina,ARG,2020,1256.264
Argentina,ARG,2021,1283.7987
Australia,AUS,1996,3370.9177
Australia,AUS,1998,3397.188
Australia,AUS,2000,3491.5256
Australia,AUS,2002,3778.8804
Australia,AUS,2004,4098.5146
Australia,AUS,2006,4294.911
Australia,AUS,2008,4405.36
Australia,AUS,2010,4594.137
Austria,AUT,1998,2348.1062
Austria,AUT,2002,2993.2163
Austria,AUT,2004,3187.8887
Austria,AUT,2005,3471.6409
Austria,AUT,2006,3537.7566
Austria,AUT,2007,3824.5967
Austria,AUT,2008,4153.939
Austria,AUT,2009,4158.8647
Austria,AUT,2010,4380.434
Austria,AUT,2011,4431.667
Austria,AUT,2012,4721.936
Austria,AUT,2013,4783.214
Austria,AUT,2014,5010.5073
Austria,AUT,2015,5074.43
Austria,AUT,2016,5401.3037
Austria,AUT,2017,5416.8936
Austria,AUT,2018,5683.2427
Austria,AUT,2019,5959.55
Austria,AUT,2020,5829.8374
Austria,AUT,2021,6341.739
Azerbaijan,AZE,2019,1694.47
Azerbaijan,AZE,2020,1712.1675
Azerbaijan,AZE,2021,1728.7639
Bahrain,BHR,2014,383.96417
Belarus,BLR,2020,1433.5925
Belarus,BLR,2021,1393.5448
Belgium,BEL,1996,2486.0664
Belgium,BEL,1997,2590.4846
Belgium,BEL,1998,2712.6724
Belgium,BEL,1999,2913.2732
Belgium,BEL,2000,2981.5454
Belgium,BEL,2001,3134.0793
Belgium,BEL,2002,2968.0574
Belgium,BEL,2003,2978.9807
Belgium,BEL,2004,3107.4504
Belgium,BEL,2005,3161.0842
Belgium,BEL,2006,3306.5896
Belgium,BEL,2007,3420.5757
Belgium,BEL,2008,3440.16
Belgium,BEL,2009,3551.3333
Belgium,BEL,2010,3767.1687
Belgium,BEL,2011,3910.078
Belgium,BEL,2012,4147.2085
Belgium,BEL,2013,4188.3374
Belgium,BEL,2014,4562.406
Belgium,BEL,2015,4741.8604
Belgium,BEL,2016,4811.195
Belgium,BEL,2017,4757.9253
Belgium,BEL,2018,5032.3677
Belgium,BEL,2019,5280.422
Belgium,BEL,2020,5410.832
Belgium,BEL,2021,6581.892
Bolivia,BOL,1998,71.84872
Bolivia,BOL,1999,71.75181
Bolivia,BOL,2000,70.45605
Bolivia,BOL,2001,121.11614
Bolivia,BOL,2002,117.87637
Bolivia,BOL,2009,142.6909
Bolivia,BOL,2010,162.37238
Bosnia and Herzegovina,BIH,2003,55.25296
Bosnia and Herzegovina,BIH,2004,57.20622
Bosnia and Herzegovina,BIH,2005,61.47947
Bosnia and Herzegovina,BIH,2006,164.63454
Bosnia and Herzegovina,BIH,2007,184.46034
Bosnia and Herzegovina,BIH,2012,155.65492
Bosnia and Herzegovina,BIH,2013,227.61597
Bosnia and Herzegovina,BIH,2014,283.18204
Bosnia and Herzegovina,BIH,2015,353.12317
Bosnia and Herzegovina,BIH,2016,406.14246
Bosnia and Herzegovina,BIH,2017,470.169
Bosnia and Herzegovina,BIH,2018,458.0373
Bosnia and Herzegovina,BIH,2019,449.22437
Bosnia and Herzegovina,BIH,2020,443.8526
Bosnia and Herzegovina,BIH,2021,442.83084
Botswana,BWA,2012,163.21632
Botswana,BWA,2013,173.94931
Brazil,BRA,2000,295.39966
Brazil,BRA,2001,337.66824
Brazil,BRA,2002,398.78635
Brazil,BRA,2003,423.76935
Brazil,BRA,2004,483.9042
Brazil,BRA,2005,509.99377
Brazil,BRA,2006,544.227
Brazil,BRA,2007,556.0472
Brazil,BRA,2008,591.6014
Brazil,BRA,2009,626.43866
Brazil,BRA,2010,687.111
Brazil,BRA,2011,738.61646
Brazil,BRA,2012,789.2459
Brazil,BRA,2013,839.2104
Brazil,BRA,2014,888.46387
Brunei,BRN,2002,287.68115
Brunei,BRN,2003,279.36545
Brunei,BRN,2004,285.1993
Bulgaria,BGR,1996,1747.7571
Bulgaria,BGR,1997,1432.5359
Bulgaria,BGR,1998,1446.743
Bulgaria,BGR,1999,1291.076
Bulgaria,BGR,2000,1165.9448
Bulgaria,BGR,2001,1142.7692
Bulgaria,BGR,2002,1152.2665
Bulgaria,BGR,2003,1206.8625
Bulgaria,BGR,2004,1245.4874
Bulgaria,BGR,2005,1282.1807
Bulgaria,BGR,2006,1326.8473
Bulgaria,BGR,2007,1447.0088
Bulgaria,BGR,2008,1479.2306
Bulgaria,BGR,2009,1563.6405
Bulgaria,BGR,2010,1441.6578
Bulgaria,BGR,2011,1572.4652
Bulgaria,BGR,2012,1503.2087
Bulgaria,BGR,2013,1645.567
Bulgaria,BGR,2014,1783.2201
Bulgaria,BGR,2015,1939.1442
Bulgaria,BGR,2016,2198.808
Bulgaria,BGR,2017,2092.0813
Bulgaria,BGR,2018,2310.6191
Bulgaria,BGR,2019,2391.0247
Bulgaria,BGR,2020,2377.5557
Bulgaria,BGR,2021,2339.2524
Burkina Faso,BFA,2010,46.7534
Burundi,BDI,2012,20.12697
Burundi,BDI,2018,23.19512
Cambodia,KHM,2002,17.90931
Cambodia,KHM,2015,30.77437
Canada,CAN,1996,3073.514
Canada,CAN,1997,3132.54
Canada,CAN,1998,3171.7197
Canada,CAN,1999,3258.942
Canada,CAN,2000,3534.2742
Canada,CAN,2001,3713.394
Canada,CAN,2002,3720.422
Canada,CAN,2003,3915.0105
Canada,CAN,2004,4104.826
Canada,CAN,2005,4263.7837
Canada,CAN,2006,4345.233
Canada,CAN,2007,4628.872
Canada,CAN,2008,4758.98
Canada,CAN,2009,4496.9595
Canada,CAN,2010,4696.439
Canada,CAN,2011,4835.4336
Canada,CAN,2012,4683.613
Canada,CAN,2013,4678.2617
Canada,CAN,2014,4595.6377
Canada,CAN,2015,4582.3794
Canada,CAN,2016,4428.173
Canada,CAN,2017,4467.1562
Canada,CAN,2018,4758.1025
Canada,CAN,2019,4894.2075
Canada,CAN,2020,5076.244
Cape Verde,CPV,2001,97.35708
Cape Verde,CPV,2002,127.74111
Cape Verde,CPV,2011,47.68999
Cape Verde,CPV,2014,117.86893
Chad,TCD,2016,58.7568
Chile,CHL,2007,338.16302
Chile,CHL,2008,359.4982
Chile,CHL,2009,290.14444
Chile,CHL,2010,321.5118
Chile,CHL,2011,355.70615
Chile,CHL,2012,393.88467
Chile,CHL,2013,338.19308
Chile,CHL,2014,431.09735
Chile,CHL,2015,459.8299
Chile,CHL,2016,500.26782
Chile,CHL,2017,499.76147
Chile,CHL,2018,529.07153
Chile,CHL,2019,512.46594
Chile,CHL,2020,518.6667
China,CHN,1996,447.9281
China,CHN,1997,477.38095
China,CHN,1998,390.77094
China,CHN,1999,424.4534
China,CHN,2000,551.80725
China,CHN,2001,585.47455
China,CHN,2002,634.76434
China,CHN,2003,670.9215
China,CHN,2004,716.4776
China,CHN,2005,859.97614
China,CHN,2006,934.9307
China,CHN,2007,1080.5736
China,CHN,2008,1201.1188
China,CHN,2009,863.443
China,CHN,2010,901.126
China,CHN,2011,974.4219
China,CHN,2012,1031.2236
China,CHN,2013,1081.9646
China,CHN,2014,1104.0831
China,CHN,2015,1164.9403
China,CHN,2016,1210.7411
China,CHN,2017,1237.742
China,CHN,2018,1319.356
China,CHN,2019,1485.8175
China,CHN,2020,1601.9221
China,CHN,2021,1687.0568
Colombia,COL,2013,57.95972
Colombia,COL,2014,58.93096
Colombia,COL,2015,70.47698
Colombia,COL,2016,90.92885
Colombia,COL,2017,89.86123
Congo,COG,1996,51.08538
Congo,COG,1997,49.93815
Congo,COG,1998,41.51501
Congo,COG,1999,37.0241
Congo,COG,2000,33.3003
Costa Rica,CRI,2003,131.8527
Costa Rica,CRI,2004,108.74025
Costa Rica,CRI,2005,122.95395
Costa Rica,CRI,2008,260.57172
Costa Rica,CRI,2009,338.635
Costa Rica,CRI,2010,380.55005
Costa Rica,CRI,2011,404.63095
Costa Rica,CRI,2012,335.76138
Costa Rica,CRI,2013,353.4484
Costa Rica,CRI,2014,565.7264
Costa Rica,CRI,2015,493.0192
Costa Rica,CRI,2016,523.1185
Costa Rica,CRI,2017,378.87943
Costa Rica,CRI,2018,343.77863
Costa Rica,CRI,2020,365.69418
Costa Rica,CRI,2021,399.35022
Cote d'Ivoire,CIV,2005,67.65147
Croatia,HRV,1998,1010.53424
Croatia,HRV,1999,1192.0397
Croatia,HRV,2000,1479.435
Croatia,HRV,2001,1472.7472
Croatia,HRV,2002,1907.4011
Croatia,HRV,2003,1310.6978
Croatia,HRV,2004,1604.2734
Croatia,HRV,2005,1291.0027
Croatia,HRV,2006,1306.2716
Croatia,HRV,2007,1389.2153
Croatia,HRV,2008,1522.315
Croatia,HRV,2009,1579.4966
Croatia,HRV,2010,1623.344
Croatia,HRV,2011,1569.9764
Croatia,HRV,2012,1540.137
Croatia,HRV,2013,1511.0914
Croatia,HRV,2014,1423.5549
Croatia,HRV,2015,1490.7673
Croatia,HRV,2016,1837.3666
Croatia,HRV,2017,1856.8119
Croatia,HRV,2018,1912.0684
Croatia,HRV,2019,2127.9348
Croatia,HRV,2020,2214.7751
Croatia,HRV,2021,2330.9062
Cyprus,CYP,1998,349.5183
Cyprus,CYP,1999,407.11008
Cyprus,CYP,2000,438.81436
Cyprus,CYP,2001,477.38583
Cyprus,CYP,2002,616.5499
Cyprus,CYP,2003,686.54376
Cyprus,CYP,2004,806.48175
Cyprus,CYP,2005,930.3379
Cyprus,CYP,2006,1005.35876
Cyprus,CYP,2007,1054.2065
Cyprus,CYP,2008,1038.2142
Cyprus,CYP,2009,1095.4539
Cyprus,CYP,2010,1104.8173
Cyprus,CYP,2011,1091.9904
Cyprus,CYP,2012,1022.02875
Cyprus,CYP,2013,1026.7035
Cyprus,CYP,2014,1051.2821
Cyprus,CYP,2015,1010.6162
Cyprus,CYP,2016,1058.5641
Cyprus,CYP,2017,1209.6368
Cyprus,CYP,2018,1408.1802
Cyprus,CYP,2019,1657.7253
Cyprus,CYP,2020,1739.8551
Cyprus,CYP,2021,1743.2899
Czechia,CZE,1996,1258.0471
Czechia,CZE,1997,1222.8746
Czechia,CZE,1998,1223.4622
Czechia,CZE,1999,1319.6108
Czechia,CZE,2000,1352.5386
Czechia,CZE,2001,1465.3003
Czechia,CZE,2002,1463.3602
Czechia,CZE,2003,1543.2861
Czechia,CZE,2004,1589.847
Czechia,CZE,2005,2353.4465
Czechia,CZE,2006,2552.559
Czechia,CZE,2007,2701.5876
Czechia,CZE,2008,2875.9634
Czechia,CZE,2009,2765.169
Czechia,CZE,2010,2798.946
Czechia,CZE,2011,2925.6675
Czechia,CZE,2012,3161.8179
Czechia,CZE,2013,3258.8213
Czechia,CZE,2014,3428.2117
Czechia,CZE,2015,3619.2927
Czechia,CZE,2016,3547.2153
Czechia,CZE,2017,3721.122
Czechia,CZE,2018,3911.207
Czechia,CZE,2019,4033.886
Czechia,CZE,2020,4194.9453
Czechia,CZE,2021,4568.607
Democratic Republic of Congo,COD,2015,10.417
Denmark,DNK,1996,3183.4773
Denmark,DNK,1997,3324.9832
Denmark,DNK,1999,3567.9888
Denmark,DNK,2001,3635.1807
Denmark,DNK,2002,4757.177
Denmark,DNK,2003,4618.713
Denmark,DNK,2004,4840.8027
Denmark,DNK,2005,5193.6416
Denmark,DNK,2006,5295.859
Denmark,DNK,2007,5517.508
Denmark,DNK,2008,6502.25
Denmark,DNK,2009,6670.9136
Denmark,DNK,2010,6759.5967
Denmark,DNK,2011,7042.3447
Denmark,DNK,2012,7172.0503
Denmark,DNK,2013,7102.1606
Denmark,DNK,2014,7345.6
Denmark,DNK,2015,7561.0166
Denmark,DNK,2016,7873.9688
Denmark,DNK,2017,7683.442
Denmark,DNK,2018,7635.7773
Denmark,DNK,2019,7727.2393
Denmark,DNK,2020,7667.3037
Denmark,DNK,2021,7707.725
East Asia and Pacific (WB),,1996,899.60144
East Asia and Pacific (WB),,1997,884.38586
East Asia and Pacific (WB),,1998,872.73193
East Asia and Pacific (WB),,1999,861.0219
East Asia and Pacific (WB),,2000,937.6644
East Asia and Pacific (WB),,2001,913.8223
East Asia and Pacific (WB),,2002,981.36847
East Asia and Pacific (WB),,2003,1069.5131
East Asia and Pacific (WB),,2004,1223.5917
East Asia and Pacific (WB),,2005,1253.5503
East Asia and Pacific (WB),,2006,1457.7134
East Asia and Pacific (WB),,2007,1453.4546
East Asia and Pacific (WB),,2008,1691.9475
East Asia and Pacific (WB),,2009,1125.2783
East Asia and Pacific (WB),,2010,1473.6254
East Asia and Pacific (WB),,2011,1398.0205
East Asia and Pacific (WB),,2012,1569.2937
East Asia and Pacific (WB),,2013,1469.4581
East Asia and Pacific (WB),,2014,1643.512
East Asia and Pacific (WB),,2015,1547.0363
East Asia and Pacific (WB),,2016,1525.6936
East Asia and Pacific (WB),,2017,1493.9207
East Asia and Pacific (WB),,2018,1541.8734
East Asia and Pacific (WB),,2019,1726.6871
East Asia and Pacific (WB),,2020,1845.1838
East Asia and Pacific (WB),,2021,2109.8352
Ecuador,ECU,1996,84.24354
Ecuador,ECU,1997,78.43868
Ecuador,ECU,1998,83.84473
Ecuador,ECU,2001,40.36271
Ecuador,ECU,2002,42.44968
Ecuador,ECU,2003,48.92034
Ecuador,ECU,2006,70.92195
Ecuador,ECU,2007,65.39456
Ecuador,ECU,2008,103.76126
Ecuador,ECU,2009,118.93083
Ecuador,ECU,2010,141.95299
Ecuador,ECU,2011,181.06017
Ecuador,ECU,2012,283.2132
Ecuador,ECU,2013,352.95276
Ecuador,ECU,2014,402.29813
Egypt,EGY,2007,606.3421
Egypt,EGY,2008,420.69403
Egypt,EGY,2009,415.26904
Egypt,EGY,2010,472.0014
Egypt,EGY,2011,471.4794
Egypt,EGY,2012,495.29657
Egypt,EGY,2013,516.57227
Egypt,EGY,2014,646.059
Egypt,EGY,2015,643.4765
Egypt,EGY,2016,659.06476
Egypt,EGY,2017,647.85693
Egypt,EGY,2018,657.5918
Egypt,EGY,2019,791.01117
Egypt,EGY,2020,804.9107
Egypt,EGY,2021,821.7045
El Salvador,SLV,2015,64.29578
El Salvador,SLV,2016,66.97769
El Salvador,SLV,2017,65.01456
El Salvador,SLV,2018,72.8499
El Salvador,SLV,2019,75.00583
Estonia,EST,1998,2102.432
Estonia,EST,1999,2135.381
Estonia,EST,2000,1902.7106
Estonia,EST,2001,1925.1842
Estonia,EST,2002,2211.2268
Estonia,EST,2003,2194.0461
Estonia,EST,2004,2465.899
Estonia,EST,2005,2451.563
Estonia,EST,2006,2601.068
Estonia,EST,2007,2747.9482
Estonia,EST,2008,2973.1106
Estonia,EST,2009,3229.7842
Estonia,EST,2010,3057.5742
Estonia,EST,2011,3392.5967
Estonia,EST,2012,3457.5964
Estonia,EST,2013,3338.2166
Estonia,EST,2014,3285.4612
Estonia,EST,2015,3188.2612
Estonia,EST,2016,3296.2073
Estonia,EST,2017,3552.2305
Estonia,EST,2018,3765.6218
Estonia,EST,2019,3769.837
Estonia,EST,2020,3835.7188
Estonia,EST,2021,4038.195
Eswatini,SWZ,2015,139.10419
Ethiopia,ETH,2005,21.0534
Ethiopia,ETH,2007,19.98282
Ethiopia,ETH,2010,42.07121
Ethiopia,ETH,2013,44.55066
Ethiopia,ETH,2017,90.24062
Europe and Central Asia (WB),,1996,2287.2678
Europe and Central Asia (WB),,1997,2246.9722
Europe and Central Asia (WB),,1998,2186.0986
Europe and Central Asia (WB),,1999,2279.9446
Europe and Central Asia (WB),,2000,2266.6802
Europe and Central Asia (WB),,2001,2340.3555
Europe and Central Asia (WB),,2002,2350.7932
Europe and Central Asia (WB),,2003,2415.7542
Europe and Central Asia (WB),,2004,2535.5173
Europe and Central Asia (WB),,2005,2586.5693
Europe and Central Asia (WB),,2006,2578.6003
Europe and Central Asia (WB),,2007,2576.9087
Europe and Central Asia (WB),,2008,2646.1584
Europe and Central Asia (WB),,2009,2666.5842
Europe and Central Asia (WB),,2010,2717.3157
Europe and Central Asia (WB),,2011,2742.2178
Europe and Central Asia (WB),,2012,2818.6162
Europe and Central Asia (WB),,2013,2852.8357
Europe and Central Asia (WB),,2014,2891.0618
Europe and Central Asia (WB),,2015,3007.0496
Europe and Central Asia (WB),,2016,3023.7195
Europe and Central Asia (WB),,2017,3138.723
Europe and Central Asia (WB),,2018,3104.3308
Europe and Central Asia (WB),,2019,3185.9324
Europe and Central Asia (WB),,2020,3188.341
Europe and Central Asia (WB),,2021,3472.1228
European Union (27),,1996,1974.3671
European Union (27),,1997,1998.6852
European Union (27),,1998,1984.1154
European Union (27),,1999,2095.4568
European Union (27),,2000,2126.364
European Union (27),,2001,2242.6287
European Union (27),,2002,2276.956
European Union (27),,2003,2352.2512
European Union (27),,2004,2543.891
European Union (27),,2005,2617.1277
European Union (27),,2006,2706.816
European Union (27),,2007,2783.2808
European Union (27),,2008,2944.284
European Union (27),,2009,2996.457
European Union (27),,2010,3096.7783
European Union (27),,2011,3132.5667
European Union (27),,2012,3254.4133
European Union (27),,2013,3348.0735
European Union (27),,2014,3408.2876
European Union (27),,2015,3550.8772
European Union (27),,2016,3659.2332
European Union (27),,2017,3863.761
European Union (27),,2018,4030.6863
European Union (27),,2019,4177.6733
European Union (27),,2020,4244.2764
European Union (27),,2021,4450.462
Faeroe Islands,,2003,1826.0962
Finland,FIN,2004,7855.5347
Finland,FIN,2005,7558.746
Finland,FIN,2006,7689.1753
Finland,FIN,2007,7390.553
Finland,FIN,2008,7712.374
Finland,FIN,2009,7669.3022
Finland,FIN,2010,7741.0225
Finland,FIN,2011,7442.0996
Finland,FIN,2012,7492.547
Finland,FIN,2013,7223.025
Finland,FIN,2014,7022.443
Finland,FIN,2015,6856.335
Finland,FIN,2016,6543.966
Finland,FIN,2017,6731.792
Finland,FIN,2018,6872.984
Finland,FIN,2019,7246.272
Finland,FIN,2020,7548.5024
Finland,FIN,2021,7870.6533
France,FRA,1996,2691.7617
France,FRA,1997,2680.5657
France,FRA,1998,2687.2095
France,FRA,1999,2755.9773
France,FRA,2000,2941.622
France,FRA,2001,3014.6865
France,FRA,2002,3149.3284
France,FRA,2003,3237.3374
France,FRA,2004,3378.329
France,FRA,2005,3357.6338
France,FRA,2006,3468.9292
France,FRA,2007,3629.139
France,FRA,2008,3700.3896
France,FRA,2009,3785.363
France,FRA,2010,3910.7458
France,FRA,2011,3980.5386
France,FRA,2012,4114.0244
France,FRA,2013,4199.8374
France,FRA,2014,4282.457
France,FRA,2015,4386.2363
France,FRA,2016,4467.428
France,FRA,2017,4624.697
France,FRA,2018,4756.584
France,FRA,2019,4870.456
France,FRA,2020,4986.18
France,FRA,2021,5175.0054
Gambia,GMB,2008,86.48627
Gambia,GMB,2009,96.81479
Gambia,GMB,2011,29.78849
Gambia,GMB,2018,49.97694
Georgia,GEO,2013,604.1831
Georgia,GEO,2014,1131.9813
Georgia,GEO,2015,1366.2043
Georgia,GEO,2016,1391.4246
Georgia,GEO,2017,1389.6056
Georgia,GEO,2018,1553.3062
Georgia,GEO,2019,1799.8718
Georgia,GEO,2020,1812.3901
Georgia,GEO,2021,1717.3708
Germany,DEU,1996,2833.9329
Germany,DEU,1997,2897.5835
Germany,DEU,1998,2916.8394
Germany,DEU,1999,3123.0376
Germany,DEU,2000,3161.7085
Germany,DEU,2001,3242.3267
Germany,DEU,2002,3262.002
Germany,DEU,2003,3303.9773
Germany,DEU,2004,3323.917
Germany,DEU,2005,3349.9592
Germany,DEU,2006,3446.7146
Germany,DEU,2007,3583.2354
Germany,DEU,2008,3727.236
Germany,DEU,2009,3905.9036
Germany,DEU,2010,4035.2136
Germany,DEU,2011,4162.499
Germany,DEU,2012,4325.2207
Germany,DEU,2013,4343.3174
Germany,DEU,2014,4304.865
Germany,DEU,2015,4733.3584
Germany,DEU,2016,4862.625
Germany,DEU,2017,5087.2544
Germany,DEU,2018,5239.9717
Germany,DEU,2019,5428.2153
Germany,DEU,2020,5413.824
Germany,DEU,2021,5535.954
Ghana,GHA,2007,16.76407
Ghana,GHA,2010,37.22973
Ghana,GHA,2015,86.97999
Greece,GRC,1997,1011.4231
Greece,GRC,1999,1344.4863
Greece,GRC,2001,1299.693
Greece,GRC,2003,1407.4183
Greece,GRC,2005,1762.6475
Greece,GRC,2006,1791.5822
Greece,GRC,2007,1893.0109
Greece,GRC,2011,2238.7034
Greece,GRC,2012,2257.051
Greece,GRC,2013,2671.81
Greece,GRC,2014,2743.655
Greece,GRC,2015,3202.904
Greece,GRC,2016,2728.3442
Greece,GRC,2017,3264.146
Greece,GRC,2018,3441.065
Greece,GRC,2019,3684.8691
Greece,GRC,2020,4073.5474
Greece,GRC,2021,4326.3066
Greenland,GRL,2001,536.5074
Greenland,GRL,2002,539.99506
Greenland,GRL,2003,647.8605
Greenland,GRL,2004,702.3535
Guam,GUM,2003,276.0279
Guam,GUM,2004,305.35657
Guam,GUM,2005,292.21075
Guatemala,GTM,2005,29.85844
Guatemala,GTM,2006,24.48953
Guatemala,GTM,2007,34.4552
Guatemala,GTM,2008,39.01909
Guatemala,GTM,2009,39.23645
Guatemala,GTM,2010,25.20956
Guatemala,GTM,2011,25.19244
Guatemala,GTM,2012,27.43665
Guatemala,GTM,2013,17.73949
Guatemala,GTM,2014,20.74679
Guatemala,GTM,2015,22.70032
Guatemala,GTM,2016,22.67179
Guatemala,GTM,2017,14.47812
Guatemala,GTM,2018,13.27843
Guatemala,GTM,2019,14.95745
Guatemala,GTM,2020,17.29424
Guatemala,GTM,2021,14.51904
High-income countries,,1996,2818.6272
High-income countries,,1997,2842.7239
High-income countries,,1998,2920.6562
High-income countries,,1999,2981.256
High-income countries,,2000,3039.8306
High-income countries,,2001,3128.2034
High-income countries,,2002,3154.8796
High-income countries,,2003,3303.2576
High-income countries,,2004,3379.5972
High-income countries,,2005,3442.6948
High-income countries,,2006,3540.3018
High-income countries,,2007,3519.6345
High-income countries,,2008,3621.3435
High-income countries,,2009,3665.935
High-income countries,,2010,3694.3535
High-income countries,,2011,3717.0833
High-income countries,,2012,3772.866
High-income countries,,2013,3862.0828
High-income countries,,2014,3971.4417
High-income countries,,2015,4022.217
High-income countries,,2016,4064.113
High-income countries,,2017,4238.8506
High-income countries,,2018,4388.637
High-income countries,,2019,4523.625
High-income countries,,2020,4476.3193
Honduras,HND,2015,22.14679
Honduras,HND,2017,34.2629
Honduras,HND,2018,201.23932
Honduras,HND,2019,187.42656
Hong Kong,HKG,1998,1049.746
Hong Kong,HKG,1999,1200.984
Hong Kong,HKG,2000,1155.5592
Hong Kong,HKG,2001,1350.4619
Hong Kong,HKG,2002,1558.0599
Hong Kong,HKG,2003,1964.8204
Hong Kong,HKG,2004,2113.8298
Hong Kong,HKG,2005,2601.4612
Hong Kong,HKG,2006,2638.4617
Hong Kong,HKG,2007,2802.9543
Hong Kong,HKG,2008,2625.5657
Hong Kong,HKG,2009,2725.7832
Hong Kong,HKG,2010,3049.5188
Hong Kong,HKG,2011,3023.5042
Hong Kong,HKG,2012,3123.0093
Hong Kong,HKG,2013,3294.8633
Hong Kong,HKG,2014,3497.273
Hong Kong,HKG,2015,3472.3098
Hong Kong,HKG,2016,3651.508
Hong Kong,HKG,2017,3709.2651
Hong Kong,HKG,2018,3972.1528
Hong Kong,HKG,2019,4235.057
Hong Kong,HKG,2020,4349.294
Hong Kong,HKG,2021,4585.462
Hungary,HUN,1996,1008.6259
Hungary,HUN,1997,1083.1707
Hungary,HUN,1998,1141.715
Hungary,HUN,1999,1227.5741
Hungary,HUN,2000,1410.4899
Hungary,HUN,2001,1439.1642
Hungary,HUN,2002,1472.1691
Hungary,HUN,2003,1498.293
Hungary,HUN,2004,1474.9727
Hungary,HUN,2005,1574.5126
Hungary,HUN,2006,1743.7736
Hungary,HUN,2007,1730.1956
Hungary,HUN,2008,1844.704
Hungary,HUN,2009,2003.1665
Hungary,HUN,2010,2133.983
Hungary,HUN,2011,2308.2168
Hungary,HUN,2012,2399.5718
Hungary,HUN,2013,2526.4375
Hungary,HUN,2014,2653.4382
Hungary,HUN,2015,2568.3477
Hungary,HUN,2016,2624.606
Hungary,HUN,2017,2901.0154
Hungary,HUN,2018,3845.4915
Hungary,HUN,2019,4020.5776
Hungary,HUN,2020,4308.954
Hungary,HUN,2021,4452.152
Iceland,ISL,1996,3318.716
Iceland,ISL,1997,4964.5127
Iceland,ISL,1998,5187.8955
Iceland,ISL,1999,5716.491
Iceland,ISL,2001,6555.77
Iceland,ISL,2003,6639.007
Iceland,ISL,2005,7332.909
Iceland,ISL,2006,7994.137
Iceland,ISL,2007,7170.946
Iceland,ISL,2008,7308.432
Iceland,ISL,2009,7836.3965
Iceland,ISL,2011,7085.085
Iceland,ISL,2013,5737.3345
Iceland,ISL,2015,5903.8535
Iceland,ISL,2016,6629.243
Iceland,ISL,2017,6054.681
Iceland,ISL,2018,5879.2656
Iceland,ISL,2021,6940.417
India,IND,1996,153.34789
India,IND,1998,116.14807
India,IND,2000,110.414
India,IND,2005,135.14468
India,IND,2010,156.49808
India,IND,2015,215.18774
India,IND,2018,251.01398
India,IND,2020,260.38327
Indonesia,IDN,2000,211.6455
Indonesia,IDN,2001,198.1533
Indonesia,IDN,2009,89.15325
Indonesia,IDN,2016,179.60323
Indonesia,IDN,2017,216.37347
Indonesia,IDN,2018,217.51868
Indonesia,IDN,2019,391.34137
Indonesia,IDN,2020,399.6076
Iran,IRN,2006,714.5546
Iran,IRN,2008,745.1828
Iran,IRN,2009,707.9636
Iran,IRN,2010,732.4644
Iran,IRN,2012,685.876
Iran,IRN,2013,667.2188
Iran,IRN,2015,800.89026
Iran,IRN,2017,1417.976
Iran,IRN,2019,1597.3394
Iraq,IRQ,2007,367.19473
Iraq,IRQ,2008,388.1809
Iraq,IRQ,2009,404.147
Iraq,IRQ,2010,417.6208
Iraq,IRQ,2011,426.88565
Iraq,IRQ,2014,66.08108
Iraq,IRQ,2015,62.82107
Iraq,IRQ,2016,61.98544
Iraq,IRQ,2017,101.61423
Iraq,IRQ,2018,106.5256
Iraq,IRQ,2019,117.28555
Iraq,IRQ,2020,135.29593
Iraq,IRQ,2021,162.45589
Ireland,IRL,1996,1787.1039
Ireland,IRL,1997,1946.3464
Ireland,IRL,1998,2109.488
Ireland,IRL,1999,2130.1318
Ireland,IRL,2000,2275.8308
Ireland,IRL,2001,2357.4995
Ireland,IRL,2002,2427.7168
Ireland,IRL,2003,2556.7625
Ireland,IRL,2004,2758.7346
Ireland,IRL,2005,2844.8674
Ireland,IRL,2006,2919.3074
Ireland,IRL,2007,2952.1658
Ireland,IRL,2008,3281.339
Ireland,IRL,2009,3163.4817
Ireland,IRL,2010,3140.2175
Ireland,IRL,2011,3367.0479
Ireland,IRL,2012,4911.5435
Ireland,IRL,2013,5181.936
Ireland,IRL,2014,5332.2666
Ireland,IRL,2015,5282.9497
